Customer_ID,Street,City,State_Code,Postal_Code,Country,Seasonality_Segment,EA_Segment,Revenue_Bucket,Profit_Bucket,Market_Share_Segment,Casino_Size_Segment,Market_Potential_Segment,Churn_Segment,Competitiveness_Flag,Volume_Segment,Density_Segment,Propensity
Accoount 961,AV RICARDO PALMA NO341 INT201,MIRAFLORES LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 962,"ATTN HOTEL COMERCIAL
CALLE HOSTOS ESQUINA 
CALLE EL CONDE",SANTO DOMINGO,,10122,DOM,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 963,"AV ALFREDO MENDIOLA 3698, INDEPENDENCIA LIMA",LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 964,180 CHRISTOPHER COLUMBUS DR,CAPE CANAVERAL,FL,32920,USA,None,None,None,None,None,None,None,None,-,Low,High,-
Accoount 965,"9550 FIRESTONE BLVD, SUITE 105",DOWNEY,CA,90241,USA,None,None,None,None,None,None,None,None,-,Low,High,-
Accoount 966,"LG SMITH BOULEVARD, #101",PALM BEACH,,None,ABW,Potentially Seasonal,Early Adopter,None,None,None,None,None,None,-,-,-,M
Accoount 967,JOHN F. KENNEDY BLVD,PISCADERA BAY,,None,CUW,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 968,COLUMBUSTRAAT 5-7,WILLEMSTAD,,None,CUW,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 969,714 North Rainbow Boulevard,Las Vegas,NV,89107,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 970,500 NORTHWEST 32ND STREET,Newcastle,OK,73065,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 971,PO BOX 1270,Isleta,NM,87022,USA,None,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 972,COSTA DEL ESTE  EDIFICIO PLAZA REAL PISO 1  OFICINA 106,PANAMA CITY,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 973,148 MACFARLAND AVENUE,Indian Springs,NV,89018,USA,Potentially Seasonal,None,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 974,"Local CrowN Casino, Hotel Soloy, Calle No.30 Oeste, Avenida Perú en el Gran Hotel Soloy, Corregimiento Bella Vista",Panamá,,None,PAN,,None,None,None,None,None,None,None,-,-,-,-
Accoount 975,9750 NORTHWOOD RD,LYNDEN,WA,98264,USA,Highly Seasonal,Trend Follower,None,None,None,None,None,Minimal Change,-,Low,,-
Accoount 976,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 977,6301 E 10TH AVE STE 160,Hialeah,FL,33013,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 978,7665 Corporate Center Drive,Miami,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 979,7665 Corporate Center Drive,Miami,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 980,"5256 Route 30, Westmoreland Mall",Greensburg,PA,15601,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,-,High,High,M
Accoount 981,7665 Corporate Center Drive,Miami,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 982,608 North Rainbow Boulevard,Las Vegas,NV,89107,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 983,3200 N RANCHO DR,LAS VEGAS,NV,89130,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 984,8597 W SAHARA AVE,LAS VEGAS,NV,89117,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 985,900 E PARR BLVD,RENO,NV,89512,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 986,1615 E 5TH STREET,CARSON CITY,NV,89701,USA,,None,L,H,None,None,None,Minimal Change,-,Medium,Medium,L
Accoount 987,3812 E CRAIG RD,NORTH LAS VEGAS,NV,89030,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 988,3655 NW 87TH AVE,DORAL,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 989,550 EL DORADO RD,MESQUITE,NV,89027,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 990,6640 N DURANGO DR,LAS VEGAS,NV,89149,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 991,7430 LAS VEGAS BLVD S STE 120,LAS VEGAS,NV,89123,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 992,5815 E SAHARA AVE,LAS VEGAS,NV,89142,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 993,3673 S NEEDLES HWY,LAUGHLIN,NV,89029,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 994,44 N BENTON ST,PALATINE,IL,60067,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 995,3635 Express Drive,Islandia,NY,11749,USA,None,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 996,7301 W LAKE MEAD BLVD,LAS VEGAS,NV,89128,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 997,115 N STEPHANIE ST,HENDERSON,NV,89074,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 998,6660 VEGAS DR,LAS VEGAS,NV,89108,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 999,8289 DEAN MARTIN DR,LAS VEGAS,NV,89139,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1000,250 S CONESTOGA DR,SHIPPENSBURG,PA,17257,USA,None,None,None,None,None,None,None,None,Yes,Medium,,L
Accoount 1001,31191 Hwy. 127 South,Tamms,IL,62988,USA,,None,None,None,None,None,None,None,-,Low,,-
Accoount 1002,3000 PARADISE ROAD,LAS VEGAS,NV,89109,USA,Potentially Seasonal,,M,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 1003,3400 LAS VEGAS BLVD. S.,LAS VEGAS,NV,89109,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 1004,5111 BOULDER HWY.,LAS VEGAS,NV,89122,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 1005,3411 LAS VEGAS BLVD SOUTH,LAS VEGAS,NV,89109,USA,Potentially Seasonal,,L,H,None,None,None,Minimal Change,Yes,High,High,M
Accoount 1006,711 HORSESHOE BLVD.,BOSSIER CITY,LA,71111,USA,,None,M,H,M,M,H,Minimal Change,-,High,Medium,M
Accoount 1007,256 E. BENNETT AVENUE,CRIPPLE CREEK,CO,80813,USA,Potentially Seasonal,Early Adopter,L,H,H,L,L,Minimal Change,-,Medium,Medium,M
Accoount 1008,25 HAGAN ROAD,ALGODONES,NM,87001,USA,,None,L,H,M,M,H,Minimal Change,-,High,Medium,-
Accoount 1009,10200 HWY 89,RED LAKE,MN,56671,USA,Highly Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,Yes,Medium,High,M
Accoount 1010,19575 N. HWY. 395,RENO,NV,89506,USA,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 1011,777 RISING STAR DRIVE,RISING SUN,IN,47040,USA,,None,L,H,M,M,H,Minimal Change,Yes,High,Low,M
Accoount 1012,900 SKYLINE RD,SUSANVILLE,CA,96130,USA,,None,None,None,L,L,M,None,-,Low,,-
Accoount 1013,22223 HIGHWAY 29,MIDDLETOWN,CA,95461,USA,,None,L,H,M,L,M,Minimal Change,Yes,Low,High,M
Accoount 1014,777 HOLLYWOOD BOULEVARD,JOLIET,IL,60436,USA,Highly Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,Yes,High,Medium,M
Accoount 1015,1800 E FRONT ST,KANSAS CITY,MO,64120,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,Yes,High,Low,H
Accoount 1016,3770 HIGHWAY 45,COLUSA,CA,95932,USA,Potentially Seasonal,,L,H,M,M,H,Minimal Change,Yes,Medium,,M
Accoount 1017,287 CARRIZO CANYON ROAD,MESCALERO,NM,88340,USA,Potentially Seasonal,Trend Follower,M,H,M,M,H,Minimal Change,Yes,Low,,M
Accoount 1018,100 WENDOVER BLVD.,WEST WENDOVER,NV,89883,USA,Non Seasonal,Late Adopter,L,H,M,M,H,Minimal Change,-,High,High,M
Accoount 1019,500 LAKE PALOURDE RD.,AMELIA,LA,70340,USA,Potentially Seasonal,None,L,H,M,M,H,Minimal Change,-,Low,High,M
Accoount 1020,11300 RESORT DRIVE,PARKER,AZ,85344,USA,,,M,H,M,L,M,Minimal Change,Yes,Low,Low,M
Accoount 1021,777 DIAMOND JO LN.,NORTHWOOD,IA,50459,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Minimal Change,-,Low,,M
Accoount 1022,3901 W. MILLEN DR.,HOBBS,NM,88240,USA,,,L,H,M,L,M,Minimal Change,-,Low,,M
Accoount 1023,1121 WEST 36TH STREET,TULSA,OK,74107,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 1024,31064 SOUTH HIGHWAY 281,ANADARKO,OK,73005,USA,Highly Seasonal,,L,H,M,L,M,Minimal Change,-,Medium,Medium,M
Accoount 1025,500 NORTHWEST 32ND STREET,NEWCASTLE,OK,73065,USA,Non Seasonal,Early Adopter,M,H,None,None,None,Minimal Change,-,Medium,High,H
Accoount 1026,1 AVENUE DU CASINO,MONTRÉAL,QC,H3C 4W7,CAN,Potentially Seasonal,None,M,H,M,H,VH,Minimal Change,Yes,Medium,High,H
Accoount 1027,3000 S RIVER RD,DES PLAINES,IL,60018,USA,Potentially Seasonal,Trend Follower,M,H,M,M,H,Encouraging,Yes,High,Medium,M
Accoount 1028,1280 HIGHWAY 315,WILKES-BARRE,PA,18702,USA,Potentially Seasonal,Early Adopter,L,H,M,H,VH,Minimal Change,Yes,Medium,,M
Accoount 1029,61475 EAST 100 ROAD,MIAMI,OK,74354,USA,Potentially Seasonal,Early Adopter,L,M,H,L,L,Minimal Change,-,Medium,Medium,M
Accoount 1030,1575 MCKEE ROAD STE 102,DOVER,DE,19904,USA,,,None,None,None,None,None,Minimal Change,-,Medium,,M
Accoount 1031,1525 RUSSELL STREET,BALTIMORE,MD,21230,USA,Potentially Seasonal,Early Adopter,M,H,M,H,VH,Minimal Change,Yes,Medium,High,M
Accoount 1032,500 NW 32ND ST,NEWCASTLE,OK,73065,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 1033,3045 S. VALLEY VIEW BLVD,LAS VEGAS,NV,89102,USA,,None,None,None,H,L,L,None,Yes,High,High,M
Accoount 1034,8050 SOUTH DEAN MARTIN DRIVE,LAS VEGAS,NV,89139,USA,,None,None,None,L,L,M,None,Yes,High,High,M
Accoount 1035,"THOUSAND ISLANDS, 380 HIGHWAY 2",GANANOQUE,ON,K7G 2V4,CAN,,None,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 1036,28968 US HIGHWAY 97,OMAK,WA,98841,USA,,None,None,None,L,L,M,None,-,Low,Low,-
Accoount 1037,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 1038,11 FLEA MARKET ROAD,SANTA FE,NM,87506,USA,Potentially Seasonal,None,L,H,M,M,H,Minimal Change,-,Low,High,M
Accoount 1039,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1040,4150 NORTH STATE ROAD 7,HOLLYWOOD,FL,33021,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1041,1100 S WOODY GUTHRIE ST,OKEMAH,OK,74859,USA,Potentially Seasonal,Early Adopter,L,M,H,L,L,Minimal Change,Yes,Medium,Medium,L
Accoount 1042,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1043,1050 CARIBBEAN WAY,MIAMI,FL,33132,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1044,"HIGHWAY 68, 2 MILES NORTH, OF ESPANOLA",SAN JUAN PUEBLO,NM,87566,USA,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,-,Low,,M
Accoount 1045,"1000 S PINE ISLAND RD
SUITE 600",PLANTATION,FL,33324,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 1046,1A-1390 PACIFIC AVE,WINNIPEG,MB,R3E 3R9,CAN,None,None,None,None,None,None,None,None,Yes,Low,Medium,-
Accoount 1047,8199 PERRY HIGHWAY,ERIE,PA,16509,USA,Highly Seasonal,Early Adopter,L,H,M,M,H,Minimal Change,Yes,Low,,M
Accoount 1048,436 COWICHAN WAY,CALGARY,AB,T2G 1A5,CAN,,None,L,H,M,L,M,Minimal Change,-,Medium,High,-
Accoount 1049,24 BOUDREAU ROAD,ST ALBERT,AB,T8N 6K3,CAN,Non Seasonal,,L,H,M,L,M,Minimal Change,Yes,High,Medium,M
Accoount 1050,1 AMERISTAR BOULEVARD,SAINT CHARLES,MO,63301,USA,Potentially Seasonal,Early Adopter,M,H,H,H,H,Minimal Change,Yes,High,Low,H
Accoount 1051,9825 HARDIN ST,FORT MCMURRAY,AB,T9H 4G9,CAN,,None,L,H,M,M,H,Minimal Change,Yes,High,Medium,M
Accoount 1052,3980 HOWARD HUGHES PKWY,LAS VEGAS,NV,89169,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1053,324 E WINNIE LANE,CARSON CITY,NV,89706,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 1054,"CALLE 90 NO 14-26, OFICINA 502",BOGOTA,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1055,CARRERA 75 NO. 40-18,"IBAQUE, TOLIMA",,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1056,"AV. PRESIDENTE RIESCO 5711, PISO 15","LAS CONDES, SANTIAGO",,None,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1057,"JEJUI 867, ENTRE MONTEVIDEO Y AYOLAS","ASUNCION, PARAGUAY",,None,PRY,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1058,HURON AVE & BRIGANTINE BLVD,ATLANTIC CITY,NJ,08401,USA,None,None,None,None,None,None,None,None,-,High,Low,-
Accoount 1059,AVDA CHILE NO 1108,ARICA,,1000000,CHL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1060,AV ANTUNEZ DE MAYOLO NRO 1099,LOS OLIVOS LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1061,JR JIMENEZ PIMENTEL NO 137-139,SAN MARTIN,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1062,"DE MEDELLIN SA, CALLE 4 SUR 43 A 27",MEDELLIN ANTIOQUIA,,None,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1063,"CALLE DANTE NO 1281, DISTRITO DE SURQUILLO",LIMA,,None,PER,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1064,202 FREMONT STREET,LAS VEGAS,NV,89101,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1065,13325 340TH STREET,BAGLEY,MN,56621,USA,Non Seasonal,Early Adopter,L,H,H,L,L,Minimal Change,Yes,Medium,High,M
Accoount 1066,198 CLIFF STREET,DEADWOOD,SD,57732,USA,,None,L,H,None,None,None,Minimal Change,Yes,Medium,High,-
Accoount 1067,ROUTE 28 & HWY 897,COLD LAKE,AB,T9M 1P4,CAN,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,Yes,High,Medium,-
Accoount 1068,2200 RIVER ROAD,Council Bluffs,IA,51501,USA,Potentially Seasonal,Early Adopter,M,H,H,M,H,Minimal Change,-,Medium,High,H
Accoount 1069,6301 E 10TH AVE STE 160,Hialeah,FL,33013,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1070,20413 Oklahoma 33,Hammon,OK,73650,USA,Potentially Seasonal,None,None,None,None,None,None,Minimal Change,-,Low,High,-
Accoount 1071,"C. COMERCIAL LA GRAN ESTACION, SAN MIGUELITO, NO 11 Y 12",PANAMA,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1072,"Ave, Central, al lado de Galerias Salomon",VERAGUAS,,None,PAN,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1073,7989 NE SALISH LN,KINGSTON,WA,98346,USA,Highly Seasonal,Late Adopter,None,None,L,M,H,Concerning,Yes,Medium,,L
Accoount 1074,2665 Kwina Road,Bellingham,WA,98226,USA,None,None,None,None,None,None,None,None,-,Low,,-
Accoount 1075,20750 U.S. 93,Missoula,MT,59808,USA,Highly Seasonal,Late Adopter,None,None,None,None,None,Minimal Change,-,Low,Low,-
Accoount 1076,570 GRANVILLE ST,VANCOUVER,BC,V6C 3P1,CAN,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 1077,"CARRERA 15 124 30 LC 1030 PISO 2,",BOGOTA,,01011,COL,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1078,"3401 Parkside Drive South,",Lethbridge,AB,T1J 4R3,CAN,Potentially Seasonal,,L,H,M,L,M,None,Yes,High,Medium,M
Accoount 1079,10670 Southern Highlands Pkwy #105,Las Vegas,NV,89141,USA,Potentially Seasonal,,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 1080,7705 W 98TH ST,HICKORY HILLS,IL,60457,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1081,4595 E TROPICANA AVE,LAS VEGAS,NV,89121,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1082,7280 LAS VEGAS BLVD S,LAS VEGAS,NV,89119,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1083,6720 W FLAMINGO RD,LAS VEGAS,NV,89103,USA,,None,L,H,None,None,None,None,Yes,High,High,-
Accoount 1084,6301 E 10TH AVE STE 160,Hialeah,FL,33013,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1085,653 U.S. 93,Jackpot,NV,89825,USA,,None,L,H,None,None,None,Minimal Change,-,High,High,M
Accoount 1086,15 EAGLE CANYON DR,SPANISH SPRINGS,NV,89441,USA,,None,L,L,None,None,None,None,Yes,High,High,-
Accoount 1087,11000 ROCKAWAY BLVD,JAMAICA,NY,11420,USA,,None,None,None,None,None,None,None,-,High,Medium,-
Accoount 1088,7500 TURFWAY RD,FLORENCE,KY,41042,USA,,None,None,None,None,None,None,None,Yes,High,Low,-
Accoount 1089,6590 N WINGFIELD PKWY,SPARKS,NV,89436,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1090,680 S MEADOWS PKWY STE 100,RENO,NV,89521,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1091,3801 S NEEDLES HWY,LAUGHLIN,NV,89029,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1092,2742 SUMMIT DR,GLENVIEW,IL,60025,USA,,None,None,None,None,None,None,None,Yes,High,Medium,-
Accoount 1093,5629 NASHVILLE RD,FRANKLIN,KY,42134,USA,None,None,None,None,None,None,None,None,-,-,-,-
Accoount 1094,1960 W WILLIAMS AVE,FALLON,NV,89406,USA,None,None,None,None,None,None,None,None,Yes,Low,Medium,-
Accoount 1095,1195 E SAHARA AVE,LAS VEGAS,NV,89104,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1096,5590 N RAINBOW BLVD,LAS VEGAS,NV,89130,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1097,1440 South Boulder Highway,Henderson,NV,89015,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1098,2700 East Fremont Street,Las Vegas,NV,89104,USA,,None,None,None,None,None,None,None,Yes,High,High,M
Accoount 1099,4949 N. RANCHO DRIVE,LAS VEGAS,NV,89130,USA,Highly Seasonal,Early Adopter,M,H,M,H,VH,Minimal Change,Yes,High,High,H
Accoount 1100,1777 ISLE PARKWAY,BETTENDORF,IA,52722,USA,Highly Seasonal,,L,H,M,M,H,Encouraging,-,Medium,Low,M
Accoount 1101,W9010 HWY. 54 EAST,BLACK RIVER FALLS,WI,54615,USA,,Trend Follower,M,H,H,M,H,Minimal Change,Yes,Low,,M
Accoount 1102,1045 WENDOVER BLVD.,WEST WENDOVER,NV,89883,USA,Potentially Seasonal,Late Adopter,L,H,M,M,H,Minimal Change,-,High,High,M
Accoount 1103,1440 US 395 NORTH,GARDNERVILLE,NV,89410,USA,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,Yes,Medium,Medium,M
Accoount 1104,777 CASINO DRIVE,CHEROKEE,NC,28719,USA,Highly Seasonal,Early Adopter,M,H,L,H,VH,Minimal Change,Yes,Medium,,M
Accoount 1105,300 EAST BENNETT AVENUE,CRIPPLE CREEK,CO,80813,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,-,Medium,Medium,M
Accoount 1106,700 VETERANS HIGHWAY,TAOS,NM,87571,USA,,None,L,H,M,L,M,Minimal Change,-,Low,,-
Accoount 1107,221 N. RAMPART ROAD,LAS VEGAS,NV,89145,USA,Non Seasonal,Trend Follower,H,H,M,H,VH,Minimal Change,Yes,High,High,H
Accoount 1108,444 MAIN STREET,BLACK HAWK,CO,80422,USA,Potentially Seasonal,Early Adopter,L,H,H,M,H,Minimal Change,Yes,High,Medium,M
Accoount 1109,777 CASINO DRIVE,OSCEOLA,IA,50213,USA,Potentially Seasonal,None,L,H,M,L,M,Minimal Change,-,Medium,,M
Accoount 1110,46102 SOUTH DAKOTA HIGHWAY 10,SISSETON,SD,57262,USA,Highly Seasonal,Trend Follower,L,H,H,L,L,Minimal Change,-,Low,,M
Accoount 1111,777 SAN MANUEL BLVD,HIGHLAND,CA,92346,USA,Non Seasonal,Early Adopter,H,H,H,H,H,Minimal Change,Yes,High,High,H
Accoount 1112,1545 EAST HIGHWAY 20,NICE,CA,95464,USA,Potentially Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,Yes,Low,High,M
Accoount 1113,2655 EVERETT FREEMAN WAY,CORNING,CA,96021,USA,Potentially Seasonal,Trend Follower,M,H,M,M,H,Encouraging,Yes,Low,,H
Accoount 1114,3 ALVERDA DRIVE,OROVILLE,CA,95966,USA,,,M,H,M,M,H,Minimal Change,-,Medium,Low,M
Accoount 1115,50 CORRIVEAU AVENUE,ST. ALBERT,AB,T8N 3T5,CAN,Highly Seasonal,,L,H,None,None,None,Concerning,Yes,High,Medium,H
Accoount 1116,27068 SOUTHWEST US HIGHWAY 95,WORLEY,ID,83876,USA,Potentially Seasonal,Early Adopter,H,H,M,M,H,Minimal Change,-,Low,,M
Accoount 1117,104 PIERCE STREET,LA GRANGE,MO,63448,USA,,None,L,H,M,L,M,Minimal Change,-,Low,,M
Accoount 1118,1501 E. AULTMAN ST.,ELY,NV,89301,USA,Highly Seasonal,None,L,H,M,L,M,Minimal Change,-,High,High,M
Accoount 1119,300 W. MAIN ST.,WHITE SULPHUR SPRINGS,WV,24986,USA,None,None,None,None,L,L,M,None,-,Low,,-
Accoount 1120,500 NW 32ND ST,NEWCASTLE,OK,73065,USA,Potentially Seasonal,,L,H,H,L,L,Minimal Change,-,Medium,High,M
Accoount 1121,151 BEACH BOULEVARD,BILOXI,MS,39530,USA,Highly Seasonal,Late Adopter,L,H,M,M,H,Minimal Change,Yes,High,Low,M
Accoount 1122,655 North Canfield Niles Road,Youngstown,OH,44515,USA,Potentially Seasonal,Early Adopter,M,H,M,M,H,Encouraging,-,Low,,H
Accoount 1123,10441 LEMOYNE BLVD.,DIBERVILLE,MS,39540,USA,Highly Seasonal,,M,H,None,None,None,Minimal Change,Yes,High,Low,M
Accoount 1124,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1125,275 FIFTH ST,HANOVER,ON,N4N 3W6,CAN,,,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 1126,147 BEECH STREET,CLINTON,ON,N0M 1L0,CAN,Potentially Seasonal,,L,H,M,L,M,Minimal Change,Yes,High,High,M
Accoount 1127,S3214 COUNTY ROAD BD,BARABOO,WI,53913,USA,None,None,None,None,None,None,None,None,Yes,Low,,-
Accoount 1128,"HARD ROCK CASINO OTTAWA, 4837 ALBION ROAD",OTTAWA,ON,K1X 1A3,CAN,Potentially Seasonal,,M,H,M,M,H,Minimal Change,Yes,High,High,H
Accoount 1129,4876 HAXTON WAY,FERNDALE,WA,98248,USA,,None,None,None,L,M,H,None,-,Low,,L
Accoount 1130,3655 NW 87TH AVE,MIAMI,FL,33178,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1131,7130 N DURANGO DR,LAS VEGAS,NV,89149,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 1132,4055 S DURANGO DR,LAS VEGAS,NV,89147,USA,,None,L,H,None,None,None,Minimal Change,Yes,High,High,-
Accoount 1133,7665 CORPORATE CENTER DR,MIAMI,FL,33126,USA,,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1134,5500 HAVEN ST,LAS VEGAS,NV,89119,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1135,232 W BENNETT AVE,CRIPPLE CREEK,CO,80813,USA,None,None,None,None,None,None,None,None,-,Medium,Medium,-
Accoount 1136,4500 DAN PATCH CIRCLE,ANDERSON,IN,46013,USA,Potentially Seasonal,Late Adopter,M,H,L,H,VH,Minimal Change,Yes,Medium,,M
Accoount 1137,1211 W 36TH ST N,TULSA,OK,74127,USA,None,None,None,None,None,None,None,None,-,Medium,High,-
Accoount 1138,3307 SOUTH SEVEN CLANS AVENUE,TAHLEQUAH,OK,74464,USA,Potentially Seasonal,Late Adopter,M,H,None,None,None,Minimal Change,-,Low,,M
Accoount 1139,1638 S GEORGE NIGH EXPRESSWAY,MCALESTER,OK,74501,USA,Non Seasonal,Late Adopter,L,H,H,L,L,Minimal Change,-,Low,Medium,M
Accoount 1140,5700 PACIFIC HWY E,FIFE,WA,98424,USA,None,None,None,None,L,H,VH,None,Yes,High,Low,-
Accoount 1141,100 TESCARTES AVENUE,SPRINGCREEK,NV,89815,USA,,None,L,H,None,None,None,Minimal Change,-,High,High,M
Accoount 1142,350 GIFFORD STREET,NEW WESTMINSTER,BC,VM3 7A3,CAN,Potentially Seasonal,None,L,H,M,M,H,Minimal Change,-,Medium,High,-
Accoount 1143,384 TRANS CANADA HWY,SALMON ARM,BC,V1E 1E4,CAN,None,None,None,None,M,L,M,None,-,Medium,High,-
Accoount 1144,4844 S EASTERN AVE,LAS VEGAS,NV,89119,USA,None,None,None,None,None,None,None,None,Yes,High,High,-
Accoount 1145,22777 SOBOBA ROAD,SAN JACINTO,CA,92583,USA,Potentially Seasonal,Trend Follower,H,H,H,H,H,Minimal Change,Yes,High,High,H
Accoount 1146,33165 COUNTRY ROAD 2740,VERDEN,OK,73092,USA,Potentially Seasonal,Early Adopter,L,L,H,L,L,Minimal Change,-,Medium,High,-
Accoount 1147,11902 RAILWAY AVENUE,NORTH BATTLEFORD,SK,S9A 3K7,CAN,,,L,H,M,L,M,Minimal Change,-,Low,Medium,M
Accoount 1148,7055 ARGYLL RD NW,EDMONTON,AB,T6C 4A5,CAN,Potentially Seasonal,,L,H,M,M,H,Minimal Change,Yes,High,Medium,M
Accoount 1149,39 SMITHE STREET,VANCOUVER,BC,V6B 0R3,CAN,Highly Seasonal,Early Adopter,L,H,M,L,M,Minimal Change,-,Medium,High,M
